# Snuffler Markers File Version 0.2
phase: 2017-12-28 10:11:51.010  0 CN.NBC7..HHZ    6iwMAKiPLH42mSh7evOG_UXwPnQ= 2017-12-28   10:11:41.000 S        None False
phase: 2017-12-28 10:11:51.185  0 CN.NBC4..HHZ    6iwMAKiPLH42mSh7evOG_UXwPnQ= 2017-12-28   10:11:41.000 S        None False
phase: 2017-12-28 10:11:53.620  0 XL.MG02..HHZ    6iwMAKiPLH42mSh7evOG_UXwPnQ= 2017-12-28   10:11:41.000 S        None False
event: 2018-03-07 08:36:57.000  0 KmninwXeFpyYlRRHQt2Y4qOcfUQ=       56.017     -120.649       1000.0  2.3 None  20180307083657 None
phase: 2018-03-07 08:36:58.138  0 XL.MG01..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:36:59.407  0 XL.MG01..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:00.387  0 XL.MG03..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:00.895  0 XL.MG08..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:00.977  0 XL.MG04..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:01.887  0 XL.MG05..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:02.341  0 XL.MG09..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:02.523  0 XL.MG07..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:02.581  0 CN.NBC7..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:03.280  0 XL.MG03..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:03.366  0 CN.NBC4..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:04.184  0 XL.MG02..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 P        None False
phase: 2018-03-07 08:37:04.242  0 XL.MG04..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:04.267  0 XL.MG08..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:05.937  0 XL.MG05..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:06.680  0 XL.MG09..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:06.804  0 XL.MG07..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:06.928  0 CN.NBC7..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:08.350  0 CN.NBC4..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
phase: 2018-03-07 08:37:10.873  0 XL.MG02..HHZ    KmninwXeFpyYlRRHQt2Y4qOcfUQ= 2018-03-07   08:36:57.000 S        None False
event: 2018-03-08 23:07:10.000  0 BqDiFAUHu1T9kgQUIb8RVTITPa8=       56.004     -120.678       5400.0  2.2 None  20180308230710 None
phase: 2018-03-08 23:07:10.916  0 XL.MG01..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:12.261  0 XL.MG01..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:13.138  0 XL.MG03..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:13.559  0 XL.MG08..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:13.758  0 XL.MG04..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:14.694  0 XL.MG05..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:15.068  0 XL.MG09..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:15.271  0 XL.MG07..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:15.483  0 CN.NBC7..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:16.027  0 XL.MG03..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:16.068  0 CN.NBC4..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:16.893  0 XL.MG08..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:17.000  0 XL.MG02..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 P        None False
phase: 2018-03-08 23:07:17.022  0 XL.MG04..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:18.753  0 XL.MG05..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:19.443  0 XL.MG09..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:19.513  0 XL.MG07..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:19.727  0 CN.NBC7..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:21.035  0 CN.NBC4..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
phase: 2018-03-08 23:07:22.276  0 XL.MG02..HHZ    BqDiFAUHu1T9kgQUIb8RVTITPa8= 2018-03-08   23:07:10.000 S        None False
event: 2018-03-14 07:43:04.000  0 TfvLzVjuiGVF0u40qPM2jpa5-nI=       55.992     -120.685      10000.0  2.0 None  20180312074304 None
phase: 2018-03-14 07:43:05.176  0 XL.MG01..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
phase: 2018-03-14 07:43:06.692  0 XL.MG01..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 S        None False
phase: 2018-03-14 07:43:07.127  0 XL.MG03..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
phase: 2018-03-14 07:43:07.365  0 XL.MG08..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
phase: 2018-03-14 07:43:07.930  0 XL.MG04..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
phase: 2018-03-14 07:43:08.692  0 XL.MG05..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
phase: 2018-03-14 07:43:08.874  0 XL.MG09..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
phase: 2018-03-14 07:43:09.147  0 XL.MG07..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
phase: 2018-03-14 07:43:09.419  0 CN.NBC7..HHZ    TfvLzVjuiGVF0u40qPM2jpa5-nI= 2018-03-14   07:43:04.000 P        None False
